id,warehouse_block,mode_of_shipment,customer_care_calls,customer_rating,cost_of_the_product,prior_purchases,priority,gender,discount_offered,weight_in_gms,exceeded_deadline,faixa_peso,faixa_desconto
9166,B,Road,5,2,227.0,6,medium,F,6.0,1620.0,False,1000-2000,6-10%
9167,C,Road,6,4,294.0,3,medium,M,7.0,1455.0,False,1000-2000,6-10%
9168,F,Road,6,4,260.0,4,low,F,1.0,1883.0,False,1000-2000,0-5%
9169,D,Road,4,3,260.0,5,low,F,8.0,1756.0,False,1000-2000,6-10%
9170,F,Road,6,1,277.0,5,low,F,2.0,1190.0,True,1000-2000,0-5%
9171,A,Road,5,3,257.0,5,low,F,7.0,1451.0,True,1000-2000,6-10%
9172,B,Road,5,5,271.0,6,low,M,6.0,1450.0,True,1000-2000,6-10%
9173,C,Road,6,1,308.0,4,low,F,7.0,1260.0,True,1000-2000,6-10%
9174,F,Road,7,2,281.0,4,medium,F,2.0,1291.0,False,1000-2000,0-5%
9175,D,Flight,5,4,307.0,5,low,M,8.0,1903.0,False,1000-2000,6-10%
9176,F,Flight,5,3,224.0,5,medium,M,9.0,1643.0,True,1000-2000,6-10%
9177,A,Flight,5,5,233.0,6,medium,F,4.0,1924.0,True,1000-2000,0-5%
9178,B,Flight,3,4,179.0,2,medium,M,5.0,1340.0,False,1000-2000,0-5%
9179,C,Flight,4,3,267.0,5,medium,F,9.0,1538.0,False,1000-2000,6-10%
9180,F,Flight,5,3,218.0,6,low,F,6.0,1519.0,True,1000-2000,6-10%
9181,D,Flight,7,3,302.0,4,medium,F,7.0,1915.0,False,1000-2000,6-10%
9182,F,Flight,7,3,247.0,4,medium,M,5.0,1060.0,False,1000-2000,0-5%
9183,A,Flight,6,3,266.0,4,medium,F,8.0,1547.0,False,1000-2000,6-10%
9184,B,Flight,5,1,247.0,5,low,M,10.0,1562.0,True,1000-2000,6-10%
9185,C,Flight,4,3,219.0,5,low,F,8.0,1702.0,True,1000-2000,6-10%
9186,F,Flight,7,1,287.0,4,medium,M,9.0,1150.0,True,1000-2000,6-10%
9187,D,Flight,6,3,297.0,5,low,F,5.0,1657.0,False,1000-2000,0-5%
9188,F,Flight,5,5,273.0,5,medium,M,4.0,1597.0,True,1000-2000,0-5%
9189,A,Flight,5,5,219.0,5,low,M,6.0,1234.0,False,1000-2000,6-10%
9190,B,Flight,5,1,232.0,5,medium,F,7.0,1069.0,True,1000-2000,6-10%
9191,C,Flight,4,4,264.0,5,low,M,3.0,1782.0,False,1000-2000,0-5%
9192,F,Flight,6,3,266.0,4,low,F,9.0,1106.0,True,1000-2000,6-10%
9193,D,Flight,7,1,280.0,5,low,M,10.0,1199.0,True,1000-2000,6-10%
9194,F,Flight,7,4,264.0,4,medium,M,6.0,1265.0,False,1000-2000,6-10%
9195,A,Flight,4,2,258.0,5,low,F,8.0,1878.0,False,1000-2000,6-10%
9196,B,Flight,5,1,236.0,5,low,M,8.0,1441.0,False,1000-2000,6-10%
9197,C,Ship,5,5,262.0,5,low,M,2.0,1304.0,False,1000-2000,0-5%
9198,F,Ship,5,3,255.0,6,medium,F,1.0,5874.0,False,5001-6000,0-5%
9199,D,Ship,4,4,267.0,4,low,F,8.0,5219.0,True,5001-6000,6-10%
9200,F,Ship,4,1,240.0,4,low,M,10.0,5965.0,True,5001-6000,6-10%
9201,A,Ship,4,2,215.0,2,high,F,10.0,4061.0,True,4001-5000,6-10%
9202,B,Ship,5,5,252.0,5,low,M,9.0,4135.0,False,4001-5000,6-10%
9203,C,Ship,4,5,136.0,2,medium,M,4.0,5512.0,False,5001-6000,0-5%
9204,F,Ship,3,4,225.0,4,medium,F,9.0,5575.0,False,5001-6000,6-10%
9205,D,Ship,3,3,187.0,6,low,F,2.0,4549.0,False,4001-5000,0-5%
9206,F,Ship,4,4,144.0,3,low,M,6.0,4137.0,True,4001-5000,6-10%
9207,A,Ship,3,2,226.0,2,low,M,10.0,4254.0,False,4001-5000,6-10%
9208,B,Ship,5,2,229.0,3,low,F,3.0,4916.0,False,4001-5000,0-5%
9209,C,Ship,3,3,255.0,3,low,M,4.0,4628.0,True,4001-5000,0-5%
9210,F,Ship,5,3,227.0,5,medium,F,9.0,4990.0,False,4001-5000,6-10%
9211,D,Ship,5,1,248.0,3,medium,M,6.0,5081.0,True,5001-6000,6-10%
9212,F,Ship,3,2,151.0,2,low,F,3.0,4759.0,False,4001-5000,0-5%
9213,A,Ship,4,5,188.0,3,medium,M,8.0,4125.0,False,4001-5000,6-10%
9214,B,Ship,4,2,160.0,2,medium,M,3.0,4304.0,True,4001-5000,0-5%
9215,C,Ship,4,2,156.0,3,low,F,1.0,5361.0,False,5001-6000,0-5%
9216,F,Ship,3,4,162.0,3,medium,M,7.0,5313.0,False,5001-6000,6-10%
9217,D,Ship,4,4,270.0,3,low,F,4.0,5888.0,False,5001-6000,0-5%
9218,F,Ship,4,5,200.0,4,medium,F,2.0,4947.0,False,4001-5000,0-5%
9219,A,Ship,3,3,224.0,4,medium,M,10.0,4147.0,False,4001-5000,6-10%
9220,B,Ship,4,4,146.0,4,medium,M,7.0,4953.0,True,4001-5000,6-10%
9221,C,Ship,5,3,156.0,3,low,F,6.0,5231.0,True,5001-6000,6-10%
9222,F,Ship,4,3,235.0,3,medium,F,4.0,5748.0,True,5001-6000,0-5%
9223,D,Ship,4,1,231.0,3,medium,M,5.0,4118.0,True,4001-5000,0-5%
9224,F,Ship,4,5,141.0,2,low,F,10.0,5907.0,True,5001-6000,6-10%
9225,A,Ship,3,1,178.0,4,medium,M,9.0,5727.0,True,5001-6000,6-10%
9226,B,Ship,5,4,244.0,6,high,F,3.0,4089.0,False,4001-5000,0-5%
9227,C,Ship,4,2,247.0,2,medium,M,7.0,4955.0,True,4001-5000,6-10%
9228,F,Ship,3,1,132.0,3,medium,F,5.0,5978.0,False,5001-6000,0-5%
9229,D,Ship,4,5,190.0,3,medium,M,6.0,4671.0,True,4001-5000,6-10%
9230,F,Ship,3,2,113.0,5,medium,M,1.0,5993.0,False,5001-6000,0-5%
9231,A,Ship,5,5,253.0,2,high,F,3.0,4851.0,False,4001-5000,0-5%
9232,B,Ship,4,3,235.0,3,medium,F,4.0,4739.0,False,4001-5000,0-5%
9233,C,Ship,3,3,264.0,2,low,M,6.0,4102.0,False,4001-5000,6-10%
9234,F,Ship,3,5,286.0,6,medium,M,3.0,4424.0,False,4001-5000,0-5%
9235,D,Ship,4,3,141.0,3,medium,F,3.0,4249.0,False,4001-5000,0-5%
9236,F,Ship,4,2,243.0,3,low,M,3.0,5703.0,False,5001-6000,0-5%
9237,A,Ship,5,4,209.0,4,low,F,10.0,5461.0,False,5001-6000,6-10%
9238,B,Ship,4,4,246.0,2,medium,F,2.0,4633.0,True,4001-5000,0-5%
9239,C,Ship,4,3,257.0,3,medium,M,1.0,5717.0,True,5001-6000,0-5%
9240,F,Ship,4,2,217.0,2,medium,F,8.0,4907.0,True,4001-5000,6-10%
9241,D,Ship,4,4,246.0,3,low,M,9.0,5041.0,False,5001-6000,6-10%
9242,F,Ship,4,4,166.0,6,low,F,6.0,4100.0,True,4001-5000,6-10%
9243,A,Ship,3,3,183.0,2,low,F,3.0,5189.0,False,5001-6000,0-5%
9244,B,Ship,4,5,136.0,2,medium,M,4.0,5923.0,True,5001-6000,0-5%
9245,C,Ship,4,1,224.0,2,low,M,10.0,4653.0,True,4001-5000,6-10%
9246,F,Ship,4,3,174.0,3,medium,M,2.0,4069.0,True,4001-5000,0-5%
9247,D,Ship,4,5,209.0,3,medium,F,4.0,4809.0,False,4001-5000,0-5%
9248,F,Ship,4,3,256.0,2,medium,F,3.0,4679.0,True,4001-5000,0-5%
9249,A,Ship,4,2,231.0,4,medium,M,9.0,5194.0,False,5001-6000,6-10%
9250,B,Ship,2,1,228.0,2,low,F,2.0,5435.0,False,5001-6000,0-5%
9251,C,Ship,4,2,198.0,3,medium,M,10.0,5487.0,True,5001-6000,6-10%
9252,F,Ship,5,5,223.0,3,medium,F,3.0,4382.0,False,4001-5000,0-5%
9253,D,Ship,3,4,257.0,4,medium,F,8.0,4780.0,False,4001-5000,6-10%
9254,F,Ship,4,4,265.0,3,low,M,10.0,4741.0,False,4001-5000,6-10%
9255,A,Ship,3,3,258.0,3,medium,F,7.0,4068.0,True,4001-5000,6-10%
9256,B,Ship,3,2,272.0,3,low,M,7.0,5657.0,True,5001-6000,6-10%
9257,C,Ship,5,3,273.0,4,medium,M,1.0,5119.0,False,5001-6000,0-5%
9258,F,Ship,3,5,287.0,5,high,M,1.0,5263.0,True,5001-6000,0-5%
9259,D,Ship,5,1,176.0,4,low,F,1.0,4270.0,True,4001-5000,0-5%
9260,F,Ship,5,4,136.0,3,medium,M,4.0,5413.0,False,5001-6000,0-5%
9261,A,Ship,3,5,204.0,2,low,F,1.0,4025.0,True,4001-5000,0-5%
9262,B,Ship,4,3,213.0,3,medium,M,2.0,5432.0,True,5001-6000,0-5%
9263,C,Ship,3,3,160.0,3,low,M,1.0,4769.0,False,4001-5000,0-5%
9264,F,Ship,3,5,148.0,2,medium,F,9.0,5095.0,True,5001-6000,6-10%
9265,D,Ship,4,3,255.0,4,medium,F,10.0,4740.0,False,4001-5000,6-10%
9266,F,Ship,3,3,212.0,3,medium,M,10.0,5724.0,True,5001-6000,6-10%
9267,A,Ship,3,3,217.0,3,medium,M,10.0,5439.0,False,5001-6000,6-10%
9268,B,Ship,4,2,145.0,3,medium,F,7.0,5823.0,False,5001-6000,6-10%
9269,C,Ship,3,1,170.0,3,high,F,6.0,5750.0,False,5001-6000,6-10%
9270,F,Ship,3,2,244.0,3,high,F,5.0,5781.0,True,5001-6000,0-5%
9271,D,Ship,3,1,151.0,4,medium,M,2.0,5016.0,False,5001-6000,0-5%
9272,F,Ship,4,1,202.0,3,low,M,10.0,4454.0,False,4001-5000,6-10%
9273,A,Ship,4,1,195.0,3,medium,M,2.0,4682.0,False,4001-5000,0-5%
9274,B,Ship,3,3,150.0,3,medium,M,9.0,5852.0,False,5001-6000,6-10%
9275,C,Ship,4,3,225.0,2,medium,F,10.0,5523.0,True,5001-6000,6-10%
9276,F,Ship,4,5,142.0,4,medium,F,6.0,5027.0,False,5001-6000,6-10%
9277,D,Ship,3,3,262.0,4,low,M,5.0,4782.0,False,4001-5000,0-5%
9278,F,Ship,3,1,251.0,6,medium,M,10.0,4912.0,False,4001-5000,6-10%
9279,A,Ship,5,5,221.0,2,medium,M,10.0,4255.0,True,4001-5000,6-10%
9280,B,Ship,3,2,202.0,2,medium,F,7.0,5328.0,False,5001-6000,6-10%
9281,C,Ship,4,3,216.0,4,medium,M,3.0,4750.0,False,4001-5000,0-5%
9282,F,Ship,4,2,239.0,3,low,F,4.0,5916.0,False,5001-6000,0-5%
9283,D,Ship,2,3,192.0,3,low,M,4.0,5524.0,False,5001-6000,0-5%
9284,F,Ship,3,4,185.0,2,medium,M,5.0,4574.0,False,4001-5000,0-5%
9285,A,Ship,5,4,235.0,3,low,M,3.0,4411.0,True,4001-5000,0-5%
9286,B,Ship,3,2,253.0,2,low,M,8.0,5608.0,False,5001-6000,6-10%
9287,C,Ship,3,4,180.0,3,low,M,2.0,5659.0,True,5001-6000,0-5%
9288,F,Ship,3,5,150.0,2,medium,M,10.0,5187.0,False,5001-6000,6-10%
9289,D,Ship,4,2,168.0,6,medium,F,9.0,4030.0,False,4001-5000,6-10%
9290,F,Road,5,4,274.0,3,medium,F,1.0,4030.0,False,4001-5000,0-5%
9291,A,Road,3,2,179.0,3,medium,M,9.0,5224.0,True,5001-6000,6-10%
9292,B,Road,6,1,237.0,5,medium,M,3.0,5299.0,True,5001-6000,0-5%
9293,C,Road,3,4,160.0,3,low,M,10.0,4602.0,False,4001-5000,6-10%
9294,F,Road,4,1,225.0,2,low,M,4.0,4102.0,False,4001-5000,0-5%
9295,D,Road,4,2,217.0,2,low,M,4.0,5539.0,False,5001-6000,0-5%
9296,F,Road,3,5,263.0,3,medium,M,1.0,4645.0,False,4001-5000,0-5%
9297,A,Road,4,4,128.0,6,medium,F,3.0,5459.0,False,5001-6000,0-5%
9298,B,Road,3,3,167.0,3,low,F,8.0,4420.0,False,4001-5000,6-10%
9299,C,Road,3,2,221.0,2,low,F,10.0,4312.0,False,4001-5000,6-10%
9300,F,Road,3,3,173.0,2,low,M,5.0,4703.0,False,4001-5000,0-5%
9301,D,Road,4,2,149.0,6,low,F,6.0,4904.0,False,4001-5000,6-10%
9302,F,Road,3,5,234.0,2,medium,F,8.0,5241.0,True,5001-6000,6-10%
9303,A,Road,3,3,237.0,3,medium,M,6.0,4918.0,False,4001-5000,6-10%
9304,B,Road,2,4,269.0,4,low,M,2.0,4267.0,True,4001-5000,0-5%
9305,C,Road,3,5,182.0,3,high,M,5.0,4183.0,True,4001-5000,0-5%
9306,F,Road,6,3,199.0,4,medium,F,1.0,5204.0,False,5001-6000,0-5%
9307,D,Road,4,1,264.0,4,low,F,6.0,4863.0,False,4001-5000,6-10%
9308,F,Road,6,5,167.0,3,low,F,2.0,5761.0,True,5001-6000,0-5%
9309,A,Road,4,4,155.0,3,medium,F,6.0,5778.0,True,5001-6000,6-10%
9310,B,Road,5,1,274.0,2,high,F,8.0,4647.0,True,4001-5000,6-10%
9311,C,Road,4,1,213.0,5,low,M,10.0,5492.0,False,5001-6000,6-10%
9312,F,Flight,3,2,204.0,2,high,M,8.0,4562.0,True,4001-5000,6-10%
9313,D,Flight,5,2,259.0,2,medium,M,7.0,4764.0,False,4001-5000,6-10%
9314,F,Flight,3,1,174.0,3,medium,F,2.0,4972.0,False,4001-5000,0-5%
9315,A,Flight,3,1,230.0,2,low,F,4.0,4387.0,True,4001-5000,0-5%
9316,B,Flight,5,4,260.0,4,low,M,4.0,5911.0,True,5001-6000,0-5%
9317,C,Flight,4,5,176.0,2,low,F,1.0,4155.0,False,4001-5000,0-5%
9318,F,Flight,5,2,217.0,2,medium,F,6.0,4120.0,True,4001-5000,6-10%
9319,D,Flight,4,2,219.0,3,low,F,9.0,5703.0,False,5001-6000,6-10%
9320,F,Flight,4,1,189.0,3,medium,M,5.0,4133.0,False,4001-5000,0-5%
9321,A,Flight,4,1,252.0,4,low,F,7.0,5459.0,True,5001-6000,6-10%
9322,B,Flight,3,2,189.0,3,medium,F,2.0,4152.0,True,4001-5000,0-5%
9323,C,Flight,5,2,159.0,3,low,M,5.0,4930.0,False,4001-5000,0-5%
9324,F,Flight,4,2,262.0,3,low,M,6.0,5381.0,False,5001-6000,6-10%
9325,D,Flight,6,1,191.0,5,low,M,8.0,5156.0,True,5001-6000,6-10%
9326,F,Flight,4,1,271.0,4,medium,F,2.0,4133.0,True,4001-5000,0-5%
9327,A,Flight,4,5,196.0,5,low,F,2.0,5840.0,False,5001-6000,0-5%
9328,B,Flight,4,3,261.0,6,low,F,6.0,5068.0,False,5001-6000,6-10%
9329,C,Flight,4,5,233.0,6,medium,M,1.0,5284.0,False,5001-6000,0-5%
9330,F,Flight,5,4,235.0,4,low,M,5.0,4506.0,False,4001-5000,0-5%
9331,D,Flight,3,2,154.0,3,low,F,8.0,5149.0,True,5001-6000,6-10%
9332,F,Flight,4,5,167.0,4,low,M,3.0,4658.0,False,4001-5000,0-5%
9333,A,Flight,6,4,144.0,4,low,F,5.0,4631.0,False,4001-5000,0-5%
9334,B,Ship,5,3,194.0,4,low,M,9.0,5851.0,False,5001-6000,6-10%
9335,C,Ship,5,4,242.0,4,medium,F,5.0,5375.0,False,5001-6000,0-5%
9336,F,Ship,3,3,144.0,3,medium,M,8.0,5727.0,False,5001-6000,6-10%
9337,D,Ship,5,4,157.0,7,medium,F,9.0,4272.0,False,4001-5000,6-10%
9338,F,Ship,4,3,184.0,7,medium,M,5.0,5920.0,True,5001-6000,0-5%
9339,A,Ship,5,1,151.0,3,medium,M,2.0,4172.0,True,4001-5000,0-5%
9340,B,Ship,4,1,175.0,3,medium,M,2.0,5861.0,False,5001-6000,0-5%
9341,C,Ship,3,2,177.0,3,low,F,5.0,5941.0,False,5001-6000,0-5%
9342,F,Ship,6,1,141.0,3,low,F,2.0,5144.0,False,5001-6000,0-5%
9343,D,Ship,4,2,210.0,3,low,M,5.0,4746.0,False,4001-5000,0-5%
9344,F,Ship,2,4,224.0,2,low,M,8.0,4754.0,False,4001-5000,6-10%
9345,A,Ship,4,1,253.0,3,medium,F,9.0,5502.0,True,5001-6000,6-10%
9346,B,Ship,4,1,157.0,2,medium,F,7.0,4690.0,True,4001-5000,6-10%
9347,C,Ship,3,2,172.0,3,medium,F,8.0,4982.0,True,4001-5000,6-10%
9348,F,Ship,3,5,193.0,10,high,M,6.0,5247.0,True,5001-6000,6-10%
9349,D,Ship,6,2,255.0,4,low,M,9.0,1157.0,False,1000-2000,6-10%
9350,F,Ship,7,5,255.0,4,low,F,2.0,1826.0,True,1000-2000,0-5%
9351,A,Ship,6,4,286.0,4,medium,F,1.0,1570.0,False,1000-2000,0-5%
9352,B,Ship,7,1,267.0,4,medium,M,9.0,1261.0,True,1000-2000,6-10%
9353,C,Ship,5,4,226.0,6,low,F,3.0,1223.0,True,1000-2000,0-5%
9354,F,Ship,6,3,285.0,4,medium,F,1.0,1606.0,False,1000-2000,0-5%
9355,D,Ship,6,4,276.0,4,low,M,4.0,1662.0,True,1000-2000,0-5%
9356,F,Ship,6,4,257.0,4,low,F,4.0,1451.0,False,1000-2000,0-5%
9357,A,Ship,6,4,287.0,4,medium,M,7.0,1141.0,True,1000-2000,6-10%
9358,B,Ship,6,1,283.0,5,low,F,9.0,1311.0,True,1000-2000,6-10%
9359,C,Ship,6,1,309.0,4,medium,F,10.0,1904.0,True,1000-2000,6-10%
9360,F,Ship,4,5,274.0,5,low,M,7.0,1225.0,False,1000-2000,6-10%
9361,D,Ship,7,2,244.0,4,medium,F,8.0,1477.0,True,1000-2000,6-10%
9362,F,Ship,5,4,222.0,6,low,F,9.0,1003.0,False,1000-2000,6-10%
9363,A,Ship,6,1,264.0,4,low,M,9.0,1243.0,False,1000-2000,6-10%
9364,B,Ship,4,1,232.0,5,medium,F,7.0,1899.0,True,1000-2000,6-10%
9365,C,Ship,5,1,217.0,2,medium,F,10.0,4264.0,False,4001-5000,6-10%
9366,F,Ship,4,5,219.0,3,low,F,1.0,5221.0,False,5001-6000,0-5%
9367,D,Ship,4,3,189.0,3,medium,F,4.0,5613.0,True,5001-6000,0-5%
9368,F,Ship,4,2,252.0,4,low,M,1.0,4705.0,True,4001-5000,0-5%
9369,A,Ship,3,3,189.0,3,medium,F,1.0,5896.0,True,5001-6000,0-5%
9370,B,Ship,5,3,159.0,3,low,M,7.0,5462.0,True,5001-6000,6-10%
9371,C,Ship,4,3,262.0,3,low,F,3.0,4176.0,False,4001-5000,0-5%
9372,F,Ship,6,2,191.0,5,low,M,1.0,4314.0,False,4001-5000,0-5%
9373,D,Ship,4,5,271.0,4,medium,M,9.0,5057.0,False,5001-6000,6-10%
9374,F,Ship,4,2,196.0,5,low,M,5.0,4994.0,False,4001-5000,0-5%
9375,A,Ship,4,1,261.0,6,low,F,6.0,5861.0,False,5001-6000,6-10%
9376,B,Ship,4,1,233.0,6,medium,F,2.0,5406.0,False,5001-6000,0-5%
9377,C,Ship,5,4,235.0,4,low,M,10.0,4880.0,False,4001-5000,6-10%
9378,F,Ship,3,1,154.0,3,low,M,5.0,4720.0,True,4001-5000,0-5%
9379,D,Ship,4,4,167.0,4,low,M,2.0,5908.0,True,5001-6000,0-5%
9380,F,Ship,6,1,144.0,4,low,F,5.0,5121.0,False,5001-6000,0-5%
9381,A,Ship,5,2,194.0,4,low,M,8.0,5650.0,True,5001-6000,6-10%
9382,B,Ship,5,3,242.0,4,medium,F,8.0,4410.0,True,4001-5000,6-10%
9383,C,Ship,3,5,144.0,3,medium,F,9.0,5912.0,False,5001-6000,6-10%
9384,F,Ship,5,4,157.0,7,medium,M,3.0,4723.0,False,4001-5000,0-5%
9385,D,Ship,4,1,184.0,7,medium,F,6.0,4956.0,False,4001-5000,6-10%
9386,F,Ship,5,1,151.0,3,medium,F,9.0,5667.0,False,5001-6000,6-10%
9387,A,Ship,4,4,175.0,3,medium,M,2.0,4004.0,False,4001-5000,0-5%
9388,B,Ship,3,2,177.0,3,low,F,9.0,5427.0,False,5001-6000,6-10%
9389,C,Ship,6,3,141.0,3,low,M,7.0,5222.0,True,5001-6000,6-10%
9390,F,Ship,4,2,210.0,3,low,F,9.0,4102.0,True,4001-5000,6-10%
9391,D,Ship,2,3,224.0,2,low,F,5.0,5050.0,False,5001-6000,0-5%
9392,F,Ship,4,4,253.0,3,medium,F,4.0,5236.0,False,5001-6000,0-5%
9393,A,Ship,4,5,157.0,2,medium,F,1.0,5054.0,False,5001-6000,0-5%
9394,B,Ship,3,1,172.0,3,medium,M,5.0,5696.0,True,5001-6000,0-5%
9395,C,Ship,3,1,193.0,10,high,F,1.0,4459.0,False,4001-5000,0-5%
9396,F,Ship,6,3,255.0,4,low,M,6.0,1654.0,True,1000-2000,6-10%
9397,D,Ship,7,5,255.0,4,low,M,7.0,1104.0,False,1000-2000,6-10%
9398,F,Ship,6,4,286.0,4,medium,F,1.0,1539.0,True,1000-2000,0-5%
9399,A,Ship,7,3,267.0,4,medium,F,10.0,1548.0,False,1000-2000,6-10%
9400,B,Ship,5,4,226.0,6,low,M,1.0,1327.0,False,1000-2000,0-5%
9401,C,Ship,6,4,285.0,4,medium,M,4.0,1244.0,True,1000-2000,0-5%
9402,F,Ship,6,3,276.0,4,low,F,8.0,1754.0,True,1000-2000,6-10%
9403,D,Ship,6,3,257.0,4,low,F,2.0,1694.0,False,1000-2000,0-5%
9404,F,Ship,6,1,287.0,4,medium,M,5.0,1791.0,True,1000-2000,0-5%
9405,A,Ship,6,1,283.0,5,low,F,5.0,1298.0,False,1000-2000,0-5%
9406,B,Ship,6,2,309.0,4,medium,F,8.0,1930.0,False,1000-2000,6-10%
9407,C,Ship,4,1,274.0,5,low,F,5.0,1581.0,True,1000-2000,0-5%
9408,F,Ship,7,3,244.0,4,medium,M,10.0,1629.0,False,1000-2000,6-10%
9409,D,Ship,5,5,222.0,6,low,M,1.0,1962.0,False,1000-2000,0-5%
9410,F,Ship,7,1,264.0,4,medium,F,5.0,1238.0,False,1000-2000,0-5%
9411,A,Ship,4,4,258.0,5,low,M,7.0,1261.0,True,1000-2000,6-10%
9412,B,Ship,5,5,236.0,5,low,F,7.0,1137.0,False,1000-2000,6-10%
9413,C,Ship,6,3,304.0,4,low,F,9.0,1401.0,False,1000-2000,6-10%
9414,F,Ship,6,3,244.0,5,medium,F,5.0,1092.0,False,1000-2000,0-5%
9415,D,Ship,7,1,301.0,4,low,M,10.0,1869.0,False,1000-2000,6-10%
9416,F,Ship,4,4,275.0,5,medium,M,5.0,1117.0,False,1000-2000,0-5%
9417,A,Ship,5,4,236.0,5,low,M,6.0,1829.0,True,1000-2000,6-10%
9418,B,Ship,6,3,286.0,4,medium,M,4.0,1169.0,False,1000-2000,0-5%
9419,C,Ship,5,4,238.0,6,low,M,6.0,1850.0,True,1000-2000,6-10%
9420,F,Ship,7,3,300.0,4,medium,F,5.0,1244.0,False,1000-2000,0-5%
9421,D,Ship,6,2,292.0,4,medium,M,2.0,1149.0,True,1000-2000,0-5%
9422,F,Ship,5,2,172.0,2,low,M,9.0,1097.0,False,1000-2000,6-10%
9423,A,Ship,2,1,181.0,5,medium,M,3.0,1038.0,False,1000-2000,0-5%
9424,B,Ship,7,5,289.0,4,low,M,9.0,1904.0,False,1000-2000,6-10%
9425,C,Ship,7,5,256.0,4,medium,M,4.0,1139.0,True,1000-2000,0-5%
9426,F,Ship,4,5,251.0,5,medium,M,10.0,1683.0,True,1000-2000,6-10%
9427,D,Road,6,5,245.0,4,low,M,3.0,1716.0,False,1000-2000,0-5%
9428,F,Road,5,2,266.0,5,medium,M,8.0,1367.0,False,1000-2000,6-10%
9429,A,Road,4,1,220.0,5,low,F,9.0,1817.0,False,1000-2000,6-10%
9430,B,Road,4,2,274.0,5,low,F,8.0,1246.0,False,1000-2000,6-10%
9431,C,Road,7,5,301.0,4,low,M,9.0,1660.0,True,1000-2000,6-10%
9432,F,Road,6,5,285.0,4,low,M,8.0,1028.0,True,1000-2000,6-10%
9433,D,Road,6,3,271.0,4,low,F,2.0,1364.0,True,1000-2000,0-5%
9434,F,Road,4,3,241.0,5,low,F,2.0,1442.0,False,1000-2000,0-5%
9435,A,Road,3,1,146.0,5,low,M,10.0,1737.0,False,1000-2000,6-10%
9436,B,Road,6,4,256.0,4,medium,F,9.0,1791.0,False,1000-2000,6-10%
9437,C,Road,6,2,235.0,5,low,F,5.0,1051.0,True,1000-2000,0-5%
9438,F,Road,5,5,275.0,3,low,F,9.0,1691.0,True,1000-2000,6-10%
9439,D,Road,6,4,205.0,4,low,F,10.0,1974.0,True,1000-2000,6-10%
9440,F,Road,5,4,244.0,5,medium,F,1.0,1320.0,False,1000-2000,0-5%
9441,A,Road,5,2,269.0,6,medium,F,5.0,1097.0,False,1000-2000,0-5%
9442,B,Road,4,1,238.0,5,medium,F,3.0,1913.0,False,1000-2000,0-5%
9443,C,Road,5,4,217.0,5,low,F,8.0,1803.0,False,1000-2000,6-10%
9444,F,Road,5,2,258.0,5,low,M,3.0,1824.0,False,1000-2000,0-5%
9445,D,Road,7,1,269.0,5,medium,F,5.0,1402.0,False,1000-2000,0-5%
9446,F,Road,4,2,259.0,5,low,M,6.0,1827.0,True,1000-2000,6-10%
9447,A,Road,6,5,260.0,4,low,F,8.0,1347.0,True,1000-2000,6-10%
9448,B,Road,5,5,227.0,5,medium,F,2.0,1436.0,True,1000-2000,0-5%
9449,C,Flight,4,2,223.0,6,low,F,10.0,1650.0,True,1000-2000,6-10%
9450,F,Flight,5,2,221.0,5,medium,M,10.0,1160.0,False,1000-2000,6-10%
9451,D,Flight,7,4,296.0,4,low,F,10.0,1033.0,False,1000-2000,6-10%
9452,F,Flight,5,3,228.0,5,high,M,9.0,1924.0,False,1000-2000,6-10%
9453,A,Flight,4,4,275.0,5,medium,M,7.0,1562.0,True,1000-2000,6-10%
9454,B,Flight,5,3,230.0,5,medium,M,4.0,1123.0,False,1000-2000,0-5%
9455,C,Flight,5,1,241.0,5,medium,M,3.0,1379.0,False,1000-2000,0-5%
9456,F,Flight,4,2,270.0,5,low,F,5.0,1747.0,True,1000-2000,0-5%
9457,D,Flight,6,4,264.0,5,medium,F,7.0,1220.0,True,1000-2000,6-10%
9458,F,Flight,4,4,260.0,5,low,F,5.0,1178.0,True,1000-2000,0-5%
9459,A,Flight,5,1,271.0,5,low,M,4.0,1353.0,False,1000-2000,0-5%
9460,B,Flight,5,5,286.0,4,high,F,10.0,1071.0,True,1000-2000,6-10%
9461,C,Flight,6,1,279.0,4,low,F,4.0,1263.0,True,1000-2000,0-5%
9462,F,Flight,6,3,271.0,4,low,F,6.0,1934.0,False,1000-2000,6-10%
9463,D,Flight,3,5,206.0,4,low,M,6.0,5038.0,False,5001-6000,6-10%
9464,F,Flight,5,2,205.0,3,medium,F,1.0,4351.0,False,4001-5000,0-5%
9465,A,Flight,5,2,233.0,3,medium,F,10.0,4233.0,True,4001-5000,6-10%
9466,B,Flight,5,1,207.0,3,low,F,1.0,4112.0,False,4001-5000,0-5%
9467,C,Flight,4,1,174.0,4,low,M,3.0,5295.0,False,5001-6000,0-5%
9468,F,Flight,3,4,191.0,3,medium,F,10.0,4667.0,False,4001-5000,6-10%
9469,D,Flight,4,4,156.0,2,medium,F,7.0,5938.0,False,5001-6000,6-10%
9470,F,Flight,4,4,137.0,3,medium,F,8.0,4066.0,True,4001-5000,6-10%
9471,A,Ship,3,3,251.0,3,low,M,8.0,4246.0,False,4001-5000,6-10%
9472,B,Ship,5,3,194.0,3,low,M,7.0,5545.0,False,5001-6000,6-10%
